"Response ID";"Date submitted";"Last page";"Start language";"Seed";"Date started";"Date last action";"IP address";"Referrer URL";"Who are you?  (Multiple options can be selected)  [LTS user]";"Who are you?  (Multiple options can be selected)  [LTS contributor/developer]";"Who are you?  (Multiple options can be selected)  [LTS sponsor]";"Who are you?  (Multiple options can be selected)  [Debian developer (project member)]";"Who are you?  (Multiple options can be selected)  [Debian FTP team member]";"Who are you?  (Multiple options can be selected)  [Debian security team member]";"Who are you?  (Multiple options can be selected)  [Debian release team member]";"Who are you?  (Multiple options can be selected)  [Debian www team member]";"Who are you?  (Multiple options can be selected)  [Debian System Administrator (DSA)]";"Who are you?  (Multiple options can be selected)  [Debian Buildd Admin]";"Who are you?  (Multiple options can be selected)  [Other]";"How long have you been using Debian?";"How long have you been using LTS?";"Are you using Extended LTS (ELTS)?";"Why do you use LTS?     Please skip this and the next five questions if you are not using LTS and continue with question 11. ";"On a scale of 1 (= very unhappy) to 10 (= very happy) how happy are you with the quality of the LTS updates? [Array]";"On a scale of 1 (= very unhappy) to 10 (= very happy), how happy are you with the how quickly LTS updates reach you? [Array]";"How would you feel if you could no longer use Debian LTS?";"Where do you use Debian LTS? [At home.]";"Where do you use Debian LTS? [At work.]";"Where do you use Debian LTS? [In another organization.]";"If you use LTS at work or in an organization, how big is that organization?";"Questions for everyone again:On a scale from 1 (= very unhappy) to 10 (= very happy), if your Debian duties led you to interact with LTS contributors, how would you rate the interaction with said contributors? [Array]";"Do you see problems with/about Debian LTS and if so, which?";"What suggestions/wishes do you have for Debian LTS?";"How likely is it that you would recommend Debian LTS to a friend or colleague? (1 = very unlikely, 10 = very likely) [Array]";"Total time";"Group time: Debian LTS Survey";"Question time: G01Q001";"Question time: G01Q17";"Question time: G01Q16";"Question time: G00Q13";"Question time: G01Q05";"Question time: G01Q06";"Question time: G01Q07";"Question time: G01Q13";"Question time: G01Q18";"Question time: G01Q19";"Question time: G01Q09";"Question time: G01Q10";"Question time: G01Q11";"Question time: G01Q12"
"907";"2020-07-23 11:56:26";"1";"en";"614068608";"2020-07-23 11:54:04";"2020-07-23 11:56:25";"62.74.35.189";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"5-10 years";"1-3 years";"No and I don't know what ELTS is.";"";"9";"10";"Somewhat disappointed.";"Yes";"Yes";"No";"11-100 people";"";"";"";"10";"281.81";"281.81";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"908";"2020-07-23 13:55:12";"1";"en";"1454347536";"2020-07-23 13:31:29";"2020-07-23 13:55:12";"185.220.101.3";"";"Yes";"No";"No";"Yes";"No";"No";"No";"Yes";"No";"No";"";"10-20 years";"4-6 years";"No.";"Old code at work that would need to be refactored (usually we're slow to migrate/adapt to new Debian versions).
We try to maintain all our systems in Debian stable but sometimes one or two of our servers gets behind the pace.
";"9";"9";"Not disappointed at all.";"Yes";"Yes";"No";"101-1000 people";"9";"Since we use LTS at work, people (me included) has become even slower to adapt our systems to the new Debian stable releases. This is not a fault on LTS but on us :-)
";"";"5";"2847.73";"2847.73";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"909";"2020-07-23 15:28:29";"1";"en";"2104361805";"2020-07-23 15:26:57";"2020-07-23 15:28:29";"217.92.186.116";"";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"No.";"Longer support, taking away the pressure to quickly update to the current stable";"9";"8";"Very disappointed.";"No";"Yes";"No";"2-10 people";"";"";"";"10";"184.73";"184.73";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"910";"";"";"en";"1506831578";"2020-07-23 15:27:24";"2020-07-23 15:27:24";"130.186.19.124";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"911";"";"";"en";"493130078";"2020-07-23 15:28:48";"2020-07-23 15:28:48";"24.134.29.49";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"912";"2020-07-23 15:36:42";"1";"en";"324881915";"2020-07-23 15:33:31";"2020-07-23 15:36:42";"77.158.89.187";"";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"No.";"Extended security support. Extended server lifetime.";"8";"7";"Very disappointed.";"No";"Yes";"No";"101-1000 people";"8";"";"";"10";"383.64";"383.64";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"913";"";"";"en";"85200828";"2020-07-23 15:34:25";"2020-07-23 15:34:25";"77.78.97.149";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"914";"";"";"en";"1348503531";"2020-07-23 15:35:55";"2020-07-23 15:35:55";"176.114.240.37";"https://m.facebook.com/";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"915";"2020-07-23 15:37:53";"1";"en";"1874776507";"2020-07-23 15:36:54";"2020-07-23 15:37:53";"77.47.97.54";"";"Yes";"No";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"";"10-20 years";"1-3 years";"Yes.";"";"9";"9";"Somewhat disappointed.";"No";"Yes";"No";"101-1000 people";"9";"";"";"10";"117.13";"117.13";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"916";"";"";"en";"1762533928";"2020-07-23 15:37:45";"2020-07-23 15:37:45";"181.197.200.78";"https://l.facebook.com/";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"917";"2020-07-23 15:40:14";"1";"en";"1532770728";"2020-07-23 15:38:29";"2020-07-23 15:40:14";"188.157.72.219";"https://www.facebook.com/";"Yes";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"";"10-20 years";"4-6 years";"No and I don't know what ELTS is.";"";"5";"5";"Somewhat disappointed.";"No";"Yes";"No";"101-1000 people";"5";"";"";"";"211.52";"211.52";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"918";"";"";"en";"893110208";"2020-07-23 15:38:32";"2020-07-23 15:38:32";"78.125.174.206";"http://m.facebook.com";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"919";"2020-07-23 15:41:40";"1";"en";"1104042716";"2020-07-23 15:40:41";"2020-07-23 15:41:40";"50.54.155.73";"https://www.facebook.com/";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"No and I don't know what ELTS is.";"";"10";"10";"Very disappointed.";"Yes";"Yes";"No";"2-10 people";"10";"";"";"10";"118.13";"118.13";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"920";"2020-07-23 15:48:06";"1";"en";"515762823";"2020-07-23 15:41:19";"2020-07-23 15:48:06";"122.199.33.59";"https://www.facebook.com/";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"1-3 years";"No and I don't know what ELTS is.";"LTS enables me to keep multiple servers active without the hassle or concern of regularly upgrading.";"10";"10";"Very disappointed.";"Yes";"Yes";"No";"1 person";"10";"";"Further distance non-free software from Debian";"10";"814.98";"814.98";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"921";"2020-07-23 15:51:17";"1";"en";"34961074";"2020-07-23 15:45:42";"2020-07-23 15:51:17";"81.187.90.6";"";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"Yes.";"For many of our servers we have no need or desire to upgrade them as frequently as the Debian project's standard support would require. Major version upgrades, although much smoother with Debian than many competing distributions, always entail some element of work. Therefore there is a time saving in sticking to an older version for longer, either skipping versions when the time does come to upgrade or making it more likely that the server gets retired before the work ever needs carrying out at all.";"10";"8";"Somewhat disappointed.";"Yes";"Yes";"No";"11-100 people";"";"";"";"10";"669.83";"669.83";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"922";"";"";"en";"1030158669";"2020-07-23 15:47:37";"2020-07-23 15:47:37";"80.187.108.208";"https://m.facebook.com/";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"923";"2020-07-23 15:51:16";"1";"en";"101485307";"2020-07-23 15:48:27";"2020-07-23 15:51:16";"78.123.246.110";"https://www.facebook.com/";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"No.";"desktop computer and server (physical ans virtual machines)";"10";"10";"Very disappointed.";"Yes";"No";"No";"2-10 people";"10";"";"";"10";"339.14";"339.14";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"924";"";"";"en";"480429221";"2020-07-23 15:50:22";"2020-07-23 15:50:22";"92.221.185.22";"https://l.facebook.com/";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"925";"2020-07-23 15:51:04";"1";"en";"1933529764";"2020-07-23 15:50:24";"2020-07-23 15:51:04";"165.225.76.195";"https://l.facebook.com/";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"";"> 20 years";"I'm not using LTS.";"No.";"";"";"";"Not disappointed at all.";"No";"No";"No";"";"";"";"";"";"80.92";"80.92";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"926";"2020-07-23 15:53:48";"1";"en";"249244764";"2020-07-23 15:52:32";"2020-07-23 15:53:48";"103.208.71.165";"http://m.facebook.com/";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"5-10 years";"4-6 years";"No.";"Stability";"8";"8";"Very disappointed.";"Yes";"No";"No";"";"";"No";"";"";"152.59";"152.59";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"927";"";"";"en";"902115058";"2020-07-23 15:52:55";"2020-07-23 15:52:55";"151.42.108.203";"https://www.facebook.com/";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"928";"";"";"en";"1037163436";"2020-07-23 15:53:14";"2020-07-23 15:53:14";"94.185.67.62";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"929";"2020-07-23 15:58:20";"1";"en";"214161408";"2020-07-23 15:53:17";"2020-07-23 15:58:20";"83.20.65.113";"http://m.facebook.com/";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"No and I don't know what ELTS is.";"Upgrade is to costly";"8";"8";"Very disappointed.";"Yes";"Yes";"Yes";"2-10 people";"";"Upgrade even more costly after long lts usage. New system setup from zero not always possible";"Longer support :)";"8";"605.54";"605.54";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"930";"2020-07-23 16:01:02";"1";"en";"19112337";"2020-07-23 15:54:00";"2020-07-23 16:01:02";"172.104.2.4";"";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"";"> 20 years";"4-6 years";"No and I don't know what ELTS is.";"Debian's release lifespans are relatively short, and we have a large infrastructure that takes a lot of time to keep up to date.  We basically skip every other release for large chunks of our infrastructure and depend on LTS to keep us supplied with critical security patches.";"10";"10";"Very disappointed.";"Yes";"Yes";"No";"101-1000 people";"";"LTS is a critical offering for the business community, and I'm concerned that the main Debian project people and LTS people don't seem to get along as well as they should.";"";"10";"843.01";"843.01";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"931";"2020-07-23 15:56:20";"1";"en";"164645777";"2020-07-23 15:54:59";"2020-07-23 15:56:20";"37.247.92.19";"https://l.facebook.com/";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"> 20 years";"4-6 years";"No.";"";"10";"10";"Somewhat disappointed.";"Yes";"Yes";"No";"101-1000 people";"";"";"";"10";"163.34";"163.34";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"932";"2020-07-23 16:01:36";"1";"en";"97908953";"2020-07-23 15:55:59";"2020-07-23 16:01:36";"82.64.218.119";"";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"Yes.";"My clients are mainly webapp developers and although I work with them to always upgrade to the latest stable Debian, I always end with some untractable issues. LTS bridge the gap for those projects which cannot keep up with OS upgrades.";"10";"10";"Very disappointed.";"No";"Yes";"No";"11-100 people";"10";"Frankly none, it's simple and efficient : it's there, just works without thinking about it and Raphaël is a reliable contact.";"";"10";"674.58";"674.58";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"933";"";"";"en";"707712910";"2020-07-23 15:56:24";"2020-07-23 15:56:24";"185.84.18.22";"https://l.facebook.com/";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"934";"2020-07-23 15:59:03";"1";"en";"475512420";"2020-07-23 15:56:46";"2020-07-23 15:59:03";"109.173.217.172";"https://www.facebook.com/";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"Yes.";"stability of user apps";"9";"9";"Very disappointed.";"No";"Yes";"No";"Over 1000 people";"9";"always too short..";"longer support date ";"9";"213.36";"213.36";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"935";"2020-07-23 16:15:18";"1";"en";"338442343";"2020-07-23 15:57:17";"2020-07-23 16:15:18";"76.165.205.39";"https://www.facebook.com/";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"";"No and I don't know what ELTS is.";"For stable but patched system";"10";"6";"Very disappointed.";"Yes";"Yes";"No";"101-1000 people";"";"The only problem is knowing when to switch APT sources. ";"I prefer the way Ubuntu handles LTS. It's a bit more clean (IMHO) when it comes to upgrading. It's easy to switch from one LTS to another. ";"10";"2163.2";"2163.2";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"936";"";"";"en";"744329613";"2020-07-23 15:59:54";"2020-07-23 15:59:54";"151.62.220.157";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"937";"2020-07-23 16:07:45";"1";"en";"203380341";"2020-07-23 16:02:52";"2020-07-23 16:07:45";"94.223.8.247";"";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"";"> 20 years";"I'm not using LTS.";"No.";"";"";"";"";"No";"No";"No";"";"";"";"";"8";"587.67";"587.67";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"938";"2020-07-23 16:16:43";"1";"en";"1292980334";"2020-07-23 16:04:24";"2020-07-23 16:16:43";"85.91.157.143";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"1-5 years";"< 1 year";"No.";"I don't know really... I installed Stretch with KDE and liked it, since it does everything I need and want it to do. Works flawlessly with Foxit Phantom PDF and also the backports LibreOffice goes along nicely with the Flatpak release, or with the AppImage one. To be honest, I didn't have the mood to upgrade to Buster, since everything is working. The DE now feels old, but that's not such a big problem. I wish I had something like this on my Windows 10 machine... ";"8";"9";"Somewhat disappointed.";"Yes";"Yes";"No";"";"";"Probably it should be somehow better documented to be more visible in the Docs. I've learned about the LTS when I was wondering for how long will Stretch be maintained after the Buster release.";"I wish that the Flatpak backports package gets the same care and update frequency for the whole LTS period. It might be like that already but I couldn't find info about it.";"10";"1478.92";"1478.92";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"939";"";"";"en";"346611452";"2020-07-23 16:04:54";"2020-07-23 16:04:54";"122.17.25.220";"http://m.facebook.com";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"940";"2020-07-23 16:08:00";"1";"en";"747614040";"2020-07-23 16:05:52";"2020-07-23 16:08:00";"91.127.152.213";"http://m.facebook.com/";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"5-10 years";"1-3 years";"No.";"";"9";"10";"Somewhat disappointed.";"Yes";"Yes";"No";"11-100 people";"9";"";"";"10";"256.04";"256.04";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"941";"";"";"en";"1525809547";"2020-07-23 16:05:59";"2020-07-23 16:05:59";"213.190.70.121";"http://m.facebook.com/";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"942";"";"";"en";"773910316";"2020-07-23 16:08:22";"2020-07-23 16:08:22";"51.255.77.78";"https://www.facebook.com/";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"943";"2020-07-23 16:17:32";"1";"en";"1117486989";"2020-07-23 16:10:01";"2020-07-23 16:17:32";"80.98.250.243";"http://m.facebook.com/";"Yes";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"";"10-20 years";"4-6 years";"No and I don't know what ELTS is.";"";"10";"10";"Not disappointed at all.";"Yes";"Yes";"No";"2-10 people";"";"";"";"10";"900.31";"900.31";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"944";"2020-07-23 16:18:16";"1";"en";"780505883";"2020-07-23 16:11:02";"2020-07-23 16:18:16";"83.36.190.7";"https://www.facebook.com/";"Yes";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"";"5-10 years";"4-6 years";"No.";"There are a lot of services on production environment and the fact of update the whole system is done only when the LTS support ends, in order to avoid the risk of have offline production applications for a long time, and strictly scheduled and tested before on virtual machine.";"10";"10";"Very disappointed.";"Yes";"Yes";"Yes";"101-1000 people";"10";"No.";"Nothing. If something is working Ok, don't touch it. It works. No more.";"10";"868.48";"868.48";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"945";"";"";"en";"773821052";"2020-07-23 16:12:55";"2020-07-23 16:12:55";"87.49.146.61";"http://m.facebook.com/";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"946";"2020-07-23 16:21:12";"1";"en";"141820906";"2020-07-23 16:16:14";"2020-07-23 16:21:12";"91.63.30.213";"https://www.facebook.com/";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"5-10 years";"1-3 years";"No.";"to minimize the amount of rebooting machines due to kernel updates";"9";"9";"Somewhat disappointed.";"Yes";"No";"No";"";"";"nope";"keep going";"9";"594.72";"594.72";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"947";"2020-07-23 16:19:21";"1";"en";"1619922612";"2020-07-23 16:16:47";"2020-07-23 16:19:21";"98.221.46.154";"http://m.facebook.com";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"5-10 years";"1-3 years";"No and I don't know what ELTS is.";"To allow us time to test the newer OS before migrating. We usually like to wait until the .3 release is out before we start testing and go to production by time .5 is released. ";"8";"8";"Very disappointed.";"Yes";"Yes";"Yes";"101-1000 people";"";"No issues with stability";"N/A";"9";"308.63";"308.63";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"948";"2020-07-23 16:20:55";"1";"en";"370557090";"2020-07-23 16:17:31";"2020-07-23 16:20:55";"109.92.224.150";"http://m.facebook.com/";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"5-10 years";"4-6 years";"No and I don't know what ELTS is.";"";"9";"8";"Very disappointed.";"Yes";"Yes";"No";"11-100 people";"";"";"";"9";"197.23";"197.23";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"949";"";"";"en";"1245251325";"2020-07-23 16:21:10";"2020-07-23 16:21:10";"188.121.15.10";"https://l.facebook.com/";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"950";"2020-07-23 16:23:30";"1";"en";"956826605";"2020-07-23 16:21:45";"2020-07-23 16:23:30";"94.226.150.133";"https://www.facebook.com/";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"5-10 years";"4-6 years";"No.";"";"9";"8";"Not disappointed at all.";"Yes";"No";"No";"";"8";"";"";"9";"211.27";"211.27";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"951";"";"";"en";"598641056";"2020-07-23 16:24:43";"2020-07-23 16:24:43";"79.201.148.134";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"952";"2020-07-23 16:27:59";"1";"en";"98313774";"2020-07-23 16:26:27";"2020-07-23 16:27:59";"178.155.213.183";"http://m.facebook.com/";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"I'm not using LTS.";"No and I don't know what ELTS is.";"";"";"";"";"No";"No";"No";"";"";"";"";"";"184.94";"184.94";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"953";"2020-07-23 16:43:15";"1";"en";"1166151210";"2020-07-23 16:38:07";"2020-07-23 16:43:15";"188.87.52.10";"http://m.facebook.com/";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"Yes.";"Stability and low maintenance";"10";"10";"Somewhat disappointed.";"Yes";"Yes";"Yes";"2-10 people";"";"No";"Automatic upgrade scripts to next LTS";"10";"615.71";"615.71";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"954";"";"";"en";"1232912232";"2020-07-23 16:38:16";"2020-07-23 16:38:16";"87.198.117.59";"https://raphaelhertzog.com/2020/07/23/freexians-report-about-debian-long-term-support-june-2020/";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"955";"2020-07-23 16:40:36";"1";"en";"1313470733";"2020-07-23 16:39:09";"2020-07-23 16:40:35";"217.169.134.34";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"No.";"Need to upgrade systems less often.";"10";"10";"Very disappointed.";"Yes";"Yes";"No";"101-1000 people";"";"";"";"10";"171.78";"171.78";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"956";"2020-07-23 16:40:52";"1";"en";"1320076650";"2020-07-23 16:39:25";"2020-07-23 16:40:52";"213.5.214.105";"https://l.facebook.com/";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"5-10 years";"";"No and I don't know what ELTS is.";"";"";"";"";"No";"Yes";"No";"Over 1000 people";"";"";"";"";"173.42";"173.42";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"957";"";"";"en";"161168486";"2020-07-23 16:40:06";"2020-07-23 16:40:06";"193.188.199.29";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"958";"";"";"en";"1964581906";"2020-07-23 16:44:22";"2020-07-23 16:44:22";"212.5.158.221";"https://l.facebook.com/";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"959";"2020-07-23 16:48:58";"1";"en";"1602873834";"2020-07-23 16:44:37";"2020-07-23 16:48:58";"213.219.161.102";"https://www.facebook.com/";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"1-5 years";"1-3 years";"Yes.";"Missing software in more recent Debian";"";"";"Very disappointed.";"Yes";"No";"No";"1 person";"";"Jessie stops";"Some software should remain installable for ever";"8";"521.98";"521.98";"";"";"";"";"";"";"";"";"";"";"";"";"";""
